MEASURE,Measure,REGIONTYPE,Geography Level,ASGS_2016,Region,FREQUENCY,Frequency,TIME,Time,Value,Flag Codes,Flags
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011106,Brunswick East,A,Annual,2003,2003,7329,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011106,Brunswick East,A,Annual,2004,2004,7514,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011106,Brunswick East,A,Annual,2005,2005,7658,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011106,Brunswick East,A,Annual,2006,2006,7803,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011106,Brunswick East,A,Annual,2007,2007,8058,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011106,Brunswick East,A,Annual,2008,2008,8313,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011106,Brunswick East,A,Annual,2009,2009,8586,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011106,Brunswick East,A,Annual,2010,2010,8789,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011106,Brunswick East,A,Annual,2011,2011,8966,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011106,Brunswick East,A,Annual,2012,2012,9208,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011106,Brunswick East,A,Annual,2013,2013,9870,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011106,Brunswick East,A,Annual,2014,2014,10439,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011106,Brunswick East,A,Annual,2015,2015,11062,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011106,Brunswick East,A,Annual,2016,2016,11716,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011106,Brunswick East,A,Annual,2017,2017,12560,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011106,Brunswick East,A,Annual,2018,2018,13301,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011106,Brunswick East,A,Annual,2019,2019,13765,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011107,Brunswick West,A,Annual,2001,2001,12415,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011107,Brunswick West,A,Annual,2002,2002,12404,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011107,Brunswick West,A,Annual,2003,2003,12449,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011107,Brunswick West,A,Annual,2004,2004,12527,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011107,Brunswick West,A,Annual,2005,2005,12609,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011107,Brunswick West,A,Annual,2006,2006,12746,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011107,Brunswick West,A,Annual,2007,2007,12946,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011107,Brunswick West,A,Annual,2008,2008,13232,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011107,Brunswick West,A,Annual,2009,2009,13580,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011107,Brunswick West,A,Annual,2010,2010,13741,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011107,Brunswick West,A,Annual,2011,2011,13864,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011107,Brunswick West,A,Annual,2012,2012,13963,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011107,Brunswick West,A,Annual,2013,2013,14057,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011107,Brunswick West,A,Annual,2014,2014,14192,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011107,Brunswick West,A,Annual,2015,2015,14344,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011107,Brunswick West,A,Annual,2016,2016,14523,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011107,Brunswick West,A,Annual,2017,2017,14763,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011107,Brunswick West,A,Annual,2018,2018,15169,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011107,Brunswick West,A,Annual,2019,2019,15543,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011108,Coburg,A,Annual,2001,2001,22916,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011108,Coburg,A,Annual,2002,2002,23137,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011108,Coburg,A,Annual,2003,2003,23330,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011108,Coburg,A,Annual,2004,2004,23584,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011108,Coburg,A,Annual,2005,2005,23998,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011108,Coburg,A,Annual,2006,2006,24353,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011108,Coburg,A,Annual,2007,2007,24772,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011108,Coburg,A,Annual,2008,2008,25319,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011108,Coburg,A,Annual,2009,2009,25841,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011108,Coburg,A,Annual,2010,2010,26015,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011108,Coburg,A,Annual,2011,2011,26234,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011108,Coburg,A,Annual,2012,2012,26540,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011108,Coburg,A,Annual,2013,2013,26843,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011108,Coburg,A,Annual,2014,2014,27127,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011108,Coburg,A,Annual,2015,2015,27420,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011108,Coburg,A,Annual,2016,2016,27802,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011108,Coburg,A,Annual,2017,2017,28240,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011108,Coburg,A,Annual,2018,2018,28660,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011108,Coburg,A,Annual,2019,2019,29202,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011109,Pascoe Vale South,A,Annual,2001,2001,8841,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011109,Pascoe Vale South,A,Annual,2002,2002,8860,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011109,Pascoe Vale South,A,Annual,2003,2003,8894,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011109,Pascoe Vale South,A,Annual,2004,2004,8967,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011109,Pascoe Vale South,A,Annual,2005,2005,9070,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011109,Pascoe Vale South,A,Annual,2006,2006,9206,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011109,Pascoe Vale South,A,Annual,2007,2007,9318,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011109,Pascoe Vale South,A,Annual,2008,2008,9445,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011109,Pascoe Vale South,A,Annual,2009,2009,9678,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011109,Pascoe Vale South,A,Annual,2010,2010,9810,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011109,Pascoe Vale South,A,Annual,2011,2011,9860,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011109,Pascoe Vale South,A,Annual,2012,2012,9954,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011109,Pascoe Vale South,A,Annual,2013,2013,10038,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011109,Pascoe Vale South,A,Annual,2014,2014,10122,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011109,Pascoe Vale South,A,Annual,2015,2015,10251,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011109,Pascoe Vale South,A,Annual,2016,2016,10465,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011109,Pascoe Vale South,A,Annual,2017,2017,10763,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011109,Pascoe Vale South,A,Annual,2018,2018,10969,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206011109,Pascoe Vale South,A,Annual,2019,2019,11081,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021110,Alphington - Fairfield,A,Annual,2001,2001,7885,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021110,Alphington - Fairfield,A,Annual,2002,2002,7924,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021110,Alphington - Fairfield,A,Annual,2003,2003,7951,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021110,Alphington - Fairfield,A,Annual,2004,2004,7976,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021110,Alphington - Fairfield,A,Annual,2005,2005,8032,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021110,Alphington - Fairfield,A,Annual,2006,2006,8105,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021110,Alphington - Fairfield,A,Annual,2007,2007,8189,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021110,Alphington - Fairfield,A,Annual,2008,2008,8270,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021110,Alphington - Fairfield,A,Annual,2009,2009,8377,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021110,Alphington - Fairfield,A,Annual,2010,2010,8506,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021110,Alphington - Fairfield,A,Annual,2011,2011,8561,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021110,Alphington - Fairfield,A,Annual,2012,2012,8706,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021110,Alphington - Fairfield,A,Annual,2013,2013,8827,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021110,Alphington - Fairfield,A,Annual,2014,2014,8944,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021110,Alphington - Fairfield,A,Annual,2015,2015,9134,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021110,Alphington - Fairfield,A,Annual,2016,2016,9434,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021110,Alphington - Fairfield,A,Annual,2017,2017,9650,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021110,Alphington - Fairfield,A,Annual,2018,2018,9774,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021110,Alphington - Fairfield,A,Annual,2019,2019,10008,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021111,Northcote,A,Annual,2001,2001,21150,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021111,Northcote,A,Annual,2002,2002,21244,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021111,Northcote,A,Annual,2003,2003,21369,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021111,Northcote,A,Annual,2004,2004,21567,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021111,Northcote,A,Annual,2005,2005,21817,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021111,Northcote,A,Annual,2006,2006,22220,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021111,Northcote,A,Annual,2007,2007,22726,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021111,Northcote,A,Annual,2008,2008,23282,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021111,Northcote,A,Annual,2009,2009,23821,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021111,Northcote,A,Annual,2010,2010,24070,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021111,Northcote,A,Annual,2011,2011,24152,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021111,Northcote,A,Annual,2012,2012,24419,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021111,Northcote,A,Annual,2013,2013,24982,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021111,Northcote,A,Annual,2014,2014,25551,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021111,Northcote,A,Annual,2015,2015,25992,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021111,Northcote,A,Annual,2016,2016,26424,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021111,Northcote,A,Annual,2017,2017,26989,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021111,Northcote,A,Annual,2018,2018,27523,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021111,Northcote,A,Annual,2019,2019,27913,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021112,Thornbury,A,Annual,2001,2001,17056,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021112,Thornbury,A,Annual,2002,2002,17084,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021112,Thornbury,A,Annual,2003,2003,17084,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021112,Thornbury,A,Annual,2004,2004,17118,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021112,Thornbury,A,Annual,2005,2005,17193,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021112,Thornbury,A,Annual,2006,2006,17368,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021112,Thornbury,A,Annual,2007,2007,17622,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021112,Thornbury,A,Annual,2008,2008,17880,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021112,Thornbury,A,Annual,2009,2009,18064,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021112,Thornbury,A,Annual,2010,2010,18177,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021112,Thornbury,A,Annual,2011,2011,18258,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021112,Thornbury,A,Annual,2012,2012,18484,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021112,Thornbury,A,Annual,2013,2013,18773,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021112,Thornbury,A,Annual,2014,2014,18985,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021112,Thornbury,A,Annual,2015,2015,19254,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021112,Thornbury,A,Annual,2016,2016,19578,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021112,Thornbury,A,Annual,2017,2017,19880,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021112,Thornbury,A,Annual,2018,2018,20144,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206021112,Thornbury,A,Annual,2019,2019,20381,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031113,Ascot Vale,A,Annual,2001,2001,12516,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031113,Ascot Vale,A,Annual,2002,2002,12595,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031113,Ascot Vale,A,Annual,2003,2003,12645,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031113,Ascot Vale,A,Annual,2004,2004,12693,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031113,Ascot Vale,A,Annual,2005,2005,12782,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031113,Ascot Vale,A,Annual,2006,2006,12890,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031113,Ascot Vale,A,Annual,2007,2007,13275,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031113,Ascot Vale,A,Annual,2008,2008,13671,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031113,Ascot Vale,A,Annual,2009,2009,13914,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031113,Ascot Vale,A,Annual,2010,2010,14012,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031113,Ascot Vale,A,Annual,2011,2011,14135,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031113,Ascot Vale,A,Annual,2012,2012,14309,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031113,Ascot Vale,A,Annual,2013,2013,14491,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031113,Ascot Vale,A,Annual,2014,2014,14870,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031113,Ascot Vale,A,Annual,2015,2015,15219,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031113,Ascot Vale,A,Annual,2016,2016,15497,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031113,Ascot Vale,A,Annual,2017,2017,15906,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031113,Ascot Vale,A,Annual,2018,2018,16256,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031113,Ascot Vale,A,Annual,2019,2019,16508,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031114,Essendon - Aberfeldie,A,Annual,2001,2001,23968,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031114,Essendon - Aberfeldie,A,Annual,2002,2002,23933,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031114,Essendon - Aberfeldie,A,Annual,2003,2003,23925,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031114,Essendon - Aberfeldie,A,Annual,2004,2004,24025,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031114,Essendon - Aberfeldie,A,Annual,2005,2005,24167,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031114,Essendon - Aberfeldie,A,Annual,2006,2006,24395,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031114,Essendon - Aberfeldie,A,Annual,2007,2007,24583,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031114,Essendon - Aberfeldie,A,Annual,2008,2008,24854,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031114,Essendon - Aberfeldie,A,Annual,2009,2009,25262,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031114,Essendon - Aberfeldie,A,Annual,2010,2010,25575,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031114,Essendon - Aberfeldie,A,Annual,2011,2011,25845,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031114,Essendon - Aberfeldie,A,Annual,2012,2012,26169,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031114,Essendon - Aberfeldie,A,Annual,2013,2013,26631,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031114,Essendon - Aberfeldie,A,Annual,2014,2014,27304,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031114,Essendon - Aberfeldie,A,Annual,2015,2015,28065,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031114,Essendon - Aberfeldie,A,Annual,2016,2016,28946,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031114,Essendon - Aberfeldie,A,Annual,2017,2017,29749,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031114,Essendon - Aberfeldie,A,Annual,2018,2018,30375,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031114,Essendon - Aberfeldie,A,Annual,2019,2019,30927,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031115,Flemington,A,Annual,2001,2001,8063,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031115,Flemington,A,Annual,2002,2002,8071,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031115,Flemington,A,Annual,2003,2003,8018,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031115,Flemington,A,Annual,2004,2004,8124,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031115,Flemington,A,Annual,2005,2005,8240,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031115,Flemington,A,Annual,2006,2006,8410,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031115,Flemington,A,Annual,2007,2007,8661,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031115,Flemington,A,Annual,2008,2008,8841,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031115,Flemington,A,Annual,2009,2009,9030,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031115,Flemington,A,Annual,2010,2010,9261,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031115,Flemington,A,Annual,2011,2011,9547,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031115,Flemington,A,Annual,2012,2012,9791,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031115,Flemington,A,Annual,2013,2013,10068,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031115,Flemington,A,Annual,2014,2014,10311,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031115,Flemington,A,Annual,2015,2015,10531,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031115,Flemington,A,Annual,2016,2016,10734,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031115,Flemington,A,Annual,2017,2017,10858,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031115,Flemington,A,Annual,2018,2018,11194,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031115,Flemington,A,Annual,2019,2019,11345,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031116,Moonee Ponds,A,Annual,2001,2001,12608,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031116,Moonee Ponds,A,Annual,2002,2002,12691,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031116,Moonee Ponds,A,Annual,2003,2003,12777,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031116,Moonee Ponds,A,Annual,2004,2004,12830,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031116,Moonee Ponds,A,Annual,2005,2005,12971,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031116,Moonee Ponds,A,Annual,2006,2006,13123,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031116,Moonee Ponds,A,Annual,2007,2007,13287,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031116,Moonee Ponds,A,Annual,2008,2008,13618,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031116,Moonee Ponds,A,Annual,2009,2009,14014,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031116,Moonee Ponds,A,Annual,2010,2010,14164,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031116,Moonee Ponds,A,Annual,2011,2011,14168,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031116,Moonee Ponds,A,Annual,2012,2012,14436,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031116,Moonee Ponds,A,Annual,2013,2013,14666,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031116,Moonee Ponds,A,Annual,2014,2014,14820,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031116,Moonee Ponds,A,Annual,2015,2015,14949,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031116,Moonee Ponds,A,Annual,2016,2016,15158,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031116,Moonee Ponds,A,Annual,2017,2017,15441,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031116,Moonee Ponds,A,Annual,2018,2018,15728,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206031116,Moonee Ponds,A,Annual,2019,2019,16051,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206041117,Carlton,A,Annual,2001,2001,9529,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206041117,Carlton,A,Annual,2002,2002,10022,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206041117,Carlton,A,Annual,2003,2003,10611,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206041117,Carlton,A,Annual,2004,2004,11224,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206041117,Carlton,A,Annual,2005,2005,11924,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206041117,Carlton,A,Annual,2006,2006,12737,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206041117,Carlton,A,Annual,2007,2007,13509,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206041117,Carlton,A,Annual,2008,2008,14133,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206041117,Carlton,A,Annual,2009,2009,14687,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206041117,Carlton,A,Annual,2010,2010,14926,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206041117,Carlton,A,Annual,2011,2011,15122,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,206041117,Carlton,A,Annual,2012,2012,15605,,
